username,feature,data,timestamp
EcoCareTaker_8002,transport,"{""travel_data"": [{""start_point"": ""Home"", ""end_point"": ""School"", ""distance"": 7.45645, ""frequency"": 5, ""mode"": ""Bus"", ""weekly_distance"": 37.282250000000005, ""weekly_carbon"": 3.9146362500000005}, {""start_point"": ""School"", ""end_point"": ""Home"", ""distance"": 7.45645, ""frequency"": 5, ""mode"": ""Car (Gasoline)"", ""weekly_distance"": 37.282250000000005, ""weekly_carbon"": 7.1581920000000006}], ""carbon_footprint"": 11.07282825, ""eco_points"": 129, ""badges"": {""Weekend Off"": false, ""Night Saver"": false, ""Power Optimizer"": true, ""Green Champion"": false, ""Eco Warrior"": false, ""Energy Genius"": false}, ""milestones"": {""bike_distance"": 0, ""walk_distance"": 0, ""carpool_distance"": 0, ""public_transit_distance"": 37.282250000000005, ""ev_distance"": 0}, ""timestamp"": ""2025-04-13 18:15:36""}",2025-04-13 18:15:36.507899
EcoCareTaker_8002,transport,"{""travel_data"": [{""start_point"": ""Home"", ""end_point"": ""School"", ""distance"": 7.45645, ""frequency"": 5, ""mode"": ""Bus"", ""weekly_distance"": 37.282250000000005, ""weekly_carbon"": 3.9146362500000005}, {""start_point"": ""School"", ""end_point"": ""Home"", ""distance"": 7.45645, ""frequency"": 5, ""mode"": ""Car (Gasoline)"", ""weekly_distance"": 37.282250000000005, ""weekly_carbon"": 7.1581920000000006}], ""carbon_footprint"": 11.07282825, ""eco_points"": 129, ""badges"": {""Weekend Off"": false, ""Night Saver"": false, ""Power Optimizer"": true, ""Green Champion"": false, ""Eco Warrior"": false, ""Energy Genius"": false}, ""milestones"": {""bike_distance"": 0, ""walk_distance"": 0, ""carpool_distance"": 0, ""public_transit_distance"": 37.282250000000005, ""ev_distance"": 0}, ""timestamp"": ""2025-04-13 18:19:50""}",2025-04-13 18:19:50.824519
EcoCareTaker_8002,transport,"{""travel_data"": [{""start_point"": ""Home"", ""end_point"": ""School"", ""distance"": 7.45645, ""frequency"": 5, ""mode"": ""Bus"", ""weekly_distance"": 37.282250000000005, ""weekly_carbon"": 3.9146362500000005}, {""start_point"": ""School"", ""end_point"": ""Home"", ""distance"": 7.45645, ""frequency"": 5, ""mode"": ""Car (Gasoline)"", ""weekly_distance"": 37.282250000000005, ""weekly_carbon"": 7.1581920000000006}], ""carbon_footprint"": 11.07282825, ""eco_points"": 129, ""badges"": {""Weekend Off"": false, ""Night Saver"": false, ""Power Optimizer"": true, ""Green Champion"": false, ""Eco Warrior"": false, ""Energy Genius"": false}, ""milestones"": {""bike_distance"": 0, ""walk_distance"": 0, ""carpool_distance"": 0, ""public_transit_distance"": 37.282250000000005, ""ev_distance"": 0}, ""timestamp"": ""2025-04-13 18:21:18""}",2025-04-13 18:21:18.554737
EcoCareTaker_8002,transport,"{""travel_data"": [{""start_point"": ""Home"", ""end_point"": ""School"", ""distance"": 7.45645, ""frequency"": 5, ""mode"": ""Bus"", ""weekly_distance"": 37.282250000000005, ""weekly_carbon"": 3.9146362500000005}, {""start_point"": ""School"", ""end_point"": ""Home"", ""distance"": 7.45645, ""frequency"": 5, ""mode"": ""Car (Gasoline)"", ""weekly_distance"": 37.282250000000005, ""weekly_carbon"": 7.1581920000000006}], ""carbon_footprint"": 11.07282825, ""eco_points"": 129, ""badges"": {""Weekend Off"": false, ""Night Saver"": false, ""Power Optimizer"": true, ""Green Champion"": false, ""Eco Warrior"": false, ""Energy Genius"": false}, ""milestones"": {""bike_distance"": 0, ""walk_distance"": 0, ""carpool_distance"": 0, ""public_transit_distance"": 37.282250000000005, ""ev_distance"": 0}, ""timestamp"": ""2025-04-13 18:21:20""}",2025-04-13 18:21:20.892988
EcoCareTaker_8002,transport,"{""travel_data"": [{""start_point"": ""Home"", ""end_point"": ""School"", ""distance"": 7.45645, ""frequency"": 5, ""mode"": ""Bus"", ""weekly_distance"": 37.282250000000005, ""weekly_carbon"": 3.9146362500000005}, {""start_point"": ""School"", ""end_point"": ""Home"", ""distance"": 7.45645, ""frequency"": 5, ""mode"": ""Car (Gasoline)"", ""weekly_distance"": 37.282250000000005, ""weekly_carbon"": 7.1581920000000006}], ""carbon_footprint"": 11.07282825, ""eco_points"": 129, ""badges"": {""Weekend Off"": false, ""Night Saver"": false, ""Power Optimizer"": true, ""Green Champion"": false, ""Eco Warrior"": false, ""Energy Genius"": false}, ""milestones"": {""bike_distance"": 0, ""walk_distance"": 0, ""carpool_distance"": 0, ""public_transit_distance"": 37.282250000000005, ""ev_distance"": 0}, ""timestamp"": ""2025-04-13 18:21:21""}",2025-04-13 18:21:21.261664
Falak,waste,"{""level"": ""Water Watcher"", ""points"": 0, ""activities"": [], ""recycling_history"": [], ""composting_history"": [], ""trash_history"": [], ""garden"": {""level"": 1, ""plants"": 0}, ""badges"": [], ""bingo_board"": {""0"": {""task"": ""Make a zero-waste meal"", ""completed"": true}, ""1"": {""task"": ""Use a reusable water bottle all week"", ""completed"": true}, ""2"": {""task"": ""Fix something instead of replacing it"", ""completed"": false}, ""3"": {""task"": ""Switch to digital documents"", ""completed"": false}, ""4"": {""task"": ""Upcycle an item instead of trashing it"", ""completed"": false}, ""5"": {""task"": ""Compost for a full week"", ""completed"": true}, ""6"": {""task"": ""Shop at a bulk food store"", ""completed"": true}, ""7"": {""task"": ""Use zero plastic bags this week"", ""completed"": false}, ""8"": {""task"": ""Purchase second-hand items"", ""completed"": false}, ""9"": {""task"": ""Use reusable containers for takeout"", ""completed"": false}, ""10"": {""task"": ""Start a compost bin"", ""completed"": false}, ""11"": {""task"": ""Take shorter showers to save water"", ""completed"": false}, ""12"": {""task"": ""Create a recycling station at home"", ""completed"": false}, ""13"": {""task"": ""Repurpose glass jars"", ""completed"": false}, ""14"": {""task"": ""Donate unused items"", ""completed"": false}, ""15"": {""task"": ""Use cloth napkins instead of paper"", ""completed"": false}, ""16"": {""task"": ""Turn off lights when not in use"", ""completed"": false}, ""17"": {""task"": ""Use public transportation or bike"", ""completed"": false}, ""18"": {""task"": ""Visit a local recycling center"", ""completed"": false}, ""19"": {""task"": ""Avoid single-use plastics for a day"", ""completed"": false}, ""20"": {""task"": ""Collect rainwater for plants"", ""completed"": false}, ""21"": {""task"": ""Make DIY cleaning supplies"", ""completed"": false}, ""22"": {""task"": ""Plant a native species plant"", ""completed"": false}, ""23"": {""task"": ""Use reusable bags for produce"", ""completed"": false}, ""24"": {""task"": ""Properly recycle electronics"", ""completed"": false}}, ""scavenger_hunt"": [], ""monthly_goal"": {""recycling"": 0, ""composting"": 0, ""trash_reduction"": 0}, ""timestamp"": ""2025-04-13 18:23:51""}",2025-04-13 18:23:51.956340
Falak,transport,"{""travel_data"": [{""start_point"": ""Home"", ""end_point"": ""Classes"", ""distance"": 6.65, ""frequency"": 5, ""mode"": ""Motorcycle"", ""weekly_distance"": 33.25, ""weekly_carbon"": 3.42475}, {""start_point"": ""Classes"", ""end_point"": ""Home"", ""distance"": 6.65, ""frequency"": 5, ""mode"": ""Car (Gasoline)"", ""weekly_distance"": 33.25, ""weekly_carbon"": 6.384}], ""carbon_footprint"": 9.80875, ""eco_points"": 32, ""badges"": [], ""milestones"": {""bike_distance"": 0, ""walk_distance"": 0, ""carpool_distance"": 0, ""public_transit_distance"": 0, ""ev_distance"": 0}, ""timestamp"": ""2025-04-13 18:31:29""}",2025-04-13 18:31:29.159882
Eco Care Taker,transport,"{""travel_data"": [{""start_point"": ""Home"", ""end_point"": ""Office"", ""distance"": 7.825, ""frequency"": 6, ""mode"": ""Car (Hybrid)"", ""weekly_distance"": 46.95, ""weekly_carbon"": 5.211450000000001}, {""start_point"": ""Office"", ""end_point"": ""Home"", ""distance"": 7.825, ""frequency"": 6, ""mode"": ""Electric Vehicle"", ""weekly_distance"": 46.95, ""weekly_carbon"": 2.4883500000000005}], ""carbon_footprint"": 7.6998000000000015, ""eco_points"": 116, ""badges"": [], ""milestones"": {""bike_distance"": 0, ""walk_distance"": 0, ""carpool_distance"": 0, ""public_transit_distance"": 0, ""ev_distance"": 46.95}, ""timestamp"": ""2025-04-13 18:37:32""}",2025-04-13 18:37:32.784994
EcoCareTaker_8002,transport,"{""travel_data"": [{""start_point"": ""Home"", ""end_point"": ""School"", ""distance"": 7.45645, ""frequency"": 5, ""mode"": ""Bus"", ""weekly_distance"": 37.282250000000005, ""weekly_carbon"": 3.9146362500000005}, {""start_point"": ""School"", ""end_point"": ""Home"", ""distance"": 7.45645, ""frequency"": 5, ""mode"": ""Car (Gasoline)"", ""weekly_distance"": 37.282250000000005, ""weekly_carbon"": 7.1581920000000006}], ""carbon_footprint"": 11.07282825, ""eco_points"": 129, ""badges"": {""Weekend Off"": false, ""Night Saver"": false, ""Power Optimizer"": true, ""Green Champion"": false, ""Eco Warrior"": false, ""Energy Genius"": false}, ""milestones"": {""bike_distance"": 0, ""walk_distance"": 0, ""carpool_distance"": 0, ""public_transit_distance"": 37.282250000000005, ""ev_distance"": 0}, ""timestamp"": ""2025-04-13 18:41:30""}",2025-04-13 18:41:30.509678
EcoCareTaker_8002,water,"{""activities"": [{""type"": ""shower"", ""timestamp"": ""2025-04-13 18:41:45"", ""water_used"": 21.5, ""water_saved"": 0, ""is_efficient"": false}, {""type"": ""bath"", ""timestamp"": ""2025-04-13 18:41:47"", ""water_used"": 120.0, ""water_saved"": 0, ""is_efficient"": false}, {""type"": ""dishwashing_by_hand"", ""timestamp"": ""2025-04-13 18:41:54"", ""water_used"": 243.0, ""water_saved"": 0, ""is_efficient"": false}, {""type"": ""dishwasher"", ""timestamp"": ""2025-04-13 18:41:57"", ""water_used"": 6.0, ""water_saved"": 0, ""is_efficient"": false}], ""water_saved"": 5, ""level"": ""Water Watcher"", ""streak"": 1, ""badges"": [], ""challenges"": [{""name"": ""Rain Collector"", ""description"": ""Set up a container to collect rainwater"", ""points"": 25, ""water_saved"": 20}], ""points"": 15, ""history"": [], ""timestamp"": ""2025-04-13 18:42:27""}",2025-04-13 18:42:27.494982
EcoCareTaker_8002,water,"{""activities"": [{""type"": ""shower"", ""timestamp"": ""2025-04-13 18:41:45"", ""water_used"": 21.5, ""water_saved"": 0, ""is_efficient"": false}, {""type"": ""bath"", ""timestamp"": ""2025-04-13 18:41:47"", ""water_used"": 120.0, ""water_saved"": 0, ""is_efficient"": false}, {""type"": ""dishwashing_by_hand"", ""timestamp"": ""2025-04-13 18:41:54"", ""water_used"": 243.0, ""water_saved"": 0, ""is_efficient"": false}, {""type"": ""dishwasher"", ""timestamp"": ""2025-04-13 18:41:57"", ""water_used"": 6.0, ""water_saved"": 0, ""is_efficient"": false}], ""water_saved"": 5, ""level"": ""Water Watcher"", ""streak"": 1, ""badges"": [], ""challenges"": [{""name"": ""Rain Collector"", ""description"": ""Set up a container to collect rainwater"", ""points"": 25, ""water_saved"": 20}], ""points"": 15, ""history"": [], ""timestamp"": ""2025-04-13 18:42:35""}",2025-04-13 18:42:35.751602
EcoCareTaker_8002,waste,"{""level"": ""Waste Reducer"", ""points"": 65, ""activities"": [{""type"": ""shower"", ""timestamp"": ""2025-04-13 18:41:45"", ""water_used"": 21.5, ""water_saved"": 0, ""is_efficient"": false}, {""type"": ""bath"", ""timestamp"": ""2025-04-13 18:41:47"", ""water_used"": 120.0, ""water_saved"": 0, ""is_efficient"": false}, {""type"": ""dishwashing_by_hand"", ""timestamp"": ""2025-04-13 18:41:54"", ""water_used"": 243.0, ""water_saved"": 0, ""is_efficient"": false}, {""type"": ""dishwasher"", ""timestamp"": ""2025-04-13 18:41:57"", ""water_used"": 6.0, ""water_saved"": 0, ""is_efficient"": false}], ""recycling_history"": [], ""composting_history"": [], ""trash_history"": [], ""garden"": {""level"": 2, ""plants"": 9}, ""badges"": [], ""bingo_board"": {""0"": {""task"": ""Make a zero-waste meal"", ""completed"": false}, ""1"": {""task"": ""Avoid single-use plastics for a day"", ""completed"": false}, ""2"": {""task"": ""Shop at a bulk food store"", ""completed"": false}, ""3"": {""task"": ""Take shorter showers to save water"", ""completed"": false}, ""4"": {""task"": ""Make DIY cleaning supplies"", ""completed"": false}, ""5"": {""task"": ""Use a reusable water bottle all week"", ""completed"": false}, ""6"": {""task"": ""Repurpose glass jars"", ""completed"": false}, ""7"": {""task"": ""Create a recycling station at home"", ""completed"": false}, ""8"": {""task"": ""Visit a local recycling center"", ""completed"": false}, ""9"": {""task"": ""Donate unused items"", ""completed"": false}, ""10"": {""task"": ""Collect rainwater for plants"", ""completed"": false}, ""11"": {""task"": ""Fix something instead of replacing it"", ""completed"": false}, ""12"": {""task"": ""Plant a native species plant"", ""completed"": false}, ""13"": {""task"": ""Switch to digital documents"", ""completed"": false}, ""14"": {""task"": ""Use reusable containers for takeout"", ""completed"": false}, ""15"": {""task"": ""Properly recycle electronics"", ""completed"": false}, ""16"": {""task"": ""Start a compost bin"", ""completed"": false}, ""17"": {""task"": ""Purchase second-hand items"", ""completed"": false}, ""18"": {""task"": ""Turn off lights when not in use"", ""completed"": false}, ""19"": {""task"": ""Use public transportation or bike"", ""completed"": false}, ""20"": {""task"": ""Upcycle an item instead of trashing it"", ""completed"": false}, ""21"": {""task"": ""Use cloth napkins instead of paper"", ""completed"": false}, ""22"": {""task"": ""Compost for a full week"", ""completed"": false}, ""23"": {""task"": ""Use reusable bags for produce"", ""completed"": false}, ""24"": {""task"": ""Use zero plastic bags this week"", ""completed"": false}}, ""scavenger_hunt"": [{""task"": ""Find and use a local recycling drop-off point"", ""completed"": false, ""points"": 20}, {""task"": ""Purchase a reusable water bottle"", ""completed"": false, ""points"": 15}, {""task"": ""Take a photo of yourself using a compost bin"", ""completed"": false, ""points"": 25}, {""task"": ""Visit a second-hand store"", ""completed"": false, ""points"": 15}, {""task"": ""Find a local farmers market"", ""completed"": false, ""points"": 20}, {""task"": ""Identify a bulk food store"", ""completed"": false, ""points"": 15}, {""task"": ""Attend a local environmental event"", ""completed"": false, ""points"": 30}, {""task"": ""Start a small herb garden"", ""completed"": false, ""points"": 25}, {""task"": ""Find a place to donate used items"", ""completed"": false, ""points"": 15}, {""task"": ""Learn about local recycling guidelines"", ""completed"": false, ""points"": 20}], ""monthly_goal"": {""recycling"": 0, ""composting"": 0, ""trash_reduction"": 0}, ""timestamp"": ""2025-04-15 10:38:24""}",2025-04-15 10:38:24.743333
EcoCareTaker_8002,waste,"{""level"": ""Water Watcher"", ""points"": 15, ""activities"": [{""type"": ""shower"", ""timestamp"": ""2025-04-13 18:41:45"", ""water_used"": 21.5, ""water_saved"": 0, ""is_efficient"": false}, {""type"": ""bath"", ""timestamp"": ""2025-04-13 18:41:47"", ""water_used"": 120.0, ""water_saved"": 0, ""is_efficient"": false}, {""type"": ""dishwashing_by_hand"", ""timestamp"": ""2025-04-13 18:41:54"", ""water_used"": 243.0, ""water_saved"": 0, ""is_efficient"": false}, {""type"": ""dishwasher"", ""timestamp"": ""2025-04-13 18:41:57"", ""water_used"": 6.0, ""water_saved"": 0, ""is_efficient"": false}], ""recycling_history"": [], ""composting_history"": [], ""trash_history"": [], ""garden"": {""level"": 2, ""plants"": 9}, ""badges"": [], ""bingo_board"": {""0"": {""task"": ""Make a zero-waste meal"", ""completed"": false}, ""1"": {""task"": ""Avoid single-use plastics for a day"", ""completed"": false}, ""2"": {""task"": ""Shop at a bulk food store"", ""completed"": false}, ""3"": {""task"": ""Take shorter showers to save water"", ""completed"": false}, ""4"": {""task"": ""Make DIY cleaning supplies"", ""completed"": false}, ""5"": {""task"": ""Use a reusable water bottle all week"", ""completed"": false}, ""6"": {""task"": ""Repurpose glass jars"", ""completed"": false}, ""7"": {""task"": ""Create a recycling station at home"", ""completed"": false}, ""8"": {""task"": ""Visit a local recycling center"", ""completed"": false}, ""9"": {""task"": ""Donate unused items"", ""completed"": false}, ""10"": {""task"": ""Collect rainwater for plants"", ""completed"": false}, ""11"": {""task"": ""Fix something instead of replacing it"", ""completed"": false}, ""12"": {""task"": ""Plant a native species plant"", ""completed"": false}, ""13"": {""task"": ""Switch to digital documents"", ""completed"": false}, ""14"": {""task"": ""Use reusable containers for takeout"", ""completed"": false}, ""15"": {""task"": ""Properly recycle electronics"", ""completed"": false}, ""16"": {""task"": ""Start a compost bin"", ""completed"": false}, ""17"": {""task"": ""Purchase second-hand items"", ""completed"": false}, ""18"": {""task"": ""Turn off lights when not in use"", ""completed"": false}, ""19"": {""task"": ""Use public transportation or bike"", ""completed"": false}, ""20"": {""task"": ""Upcycle an item instead of trashing it"", ""completed"": false}, ""21"": {""task"": ""Use cloth napkins instead of paper"", ""completed"": false}, ""22"": {""task"": ""Compost for a full week"", ""completed"": false}, ""23"": {""task"": ""Use reusable bags for produce"", ""completed"": false}, ""24"": {""task"": ""Use zero plastic bags this week"", ""completed"": false}}, ""scavenger_hunt"": [{""task"": ""Find and use a local recycling drop-off point"", ""completed"": false, ""points"": 20}, {""task"": ""Purchase a reusable water bottle"", ""completed"": false, ""points"": 15}, {""task"": ""Take a photo of yourself using a compost bin"", ""completed"": false, ""points"": 25}, {""task"": ""Visit a second-hand store"", ""completed"": false, ""points"": 15}, {""task"": ""Find a local farmers market"", ""completed"": false, ""points"": 20}, {""task"": ""Identify a bulk food store"", ""completed"": false, ""points"": 15}, {""task"": ""Attend a local environmental event"", ""completed"": false, ""points"": 30}, {""task"": ""Start a small herb garden"", ""completed"": false, ""points"": 25}, {""task"": ""Find a place to donate used items"", ""completed"": false, ""points"": 15}, {""task"": ""Learn about local recycling guidelines"", ""completed"": false, ""points"": 20}], ""monthly_goal"": {""recycling"": 0, ""composting"": 0, ""trash_reduction"": 0}, ""timestamp"": ""2025-04-15 10:43:33""}",2025-04-15 10:43:33.236216
